ID, JOB_ID, J_TASK_ID, MI, RAM, STORAGE, PRIORITY, A_TIME, D_TIME
3144,189,21,8722674,130,393,1,359,756
3141,189,18,6784901,2198,360,1,359,744
3125,189,2,5444878,2622,377,1,359,1421513
3124,189,2,5444878,2622,377,1,359,1421513
4660,228,51,4895276,1665,128,1,360,821
4659,228,50,7766105,684,270,1,360,837
4646,228,37,8119634,3749,204,1,360,763
4625,228,16,8223187,3289,54,1,360,772
3197,189,74,4658340,2336,68,1,369,946
3192,189,69,7812734,3667,116,1,369,881
3185,189,62,5955034,2612,231,1,369,1586386
3183,189,60,5410858,1503,275,1,369,1581525
3174,189,51,7184165,3363,65,1,369,737
4672,228,63,5280479,937,236,1,370,1542798
4667,228,58,5793965,950,292,1,370,865
4655,228,46,8930870,683,319,1,370,839
4648,228,39,6537336,656,144,1,370,1431997
4635,228,26,4623852,540,385,1,370,948925
4633,228,24,6362540,3995,95,1,370,1609389
4618,228,9,5792182,1889,65,1,370,1505500
2951,185,13,8671046,2194,142,1,431,938
2945,185,7,5499218,3254,347,1,431,893
3190,189,67,8126860,3617,171,1,433,2339642
3150,189,27,8259441,1011,127,1,433,2402180
3128,189,5,6899078,3702,347,1,433,1880126
4656,228,47,8285079,3146,112,1,434,2167168
4654,228,45,8414774,3402,286,1,434,826
2947,185,9,7019350,1111,172,1,441,896
3182,189,59,5143210,1454,131,1,457,860
3173,189,50,6826843,1529,144,1,457,913
3149,189,26,7726056,954,100,1,457,818
3145,189,22,7179686,1285,99,1,457,1772383
3191,189,68,8672276,3369,302,1,467,2113474
3176,189,53,8440599,216,123,1,467,1900643
3171,189,48,8075213,1646,167,1,467,1682044
3168,189,45,5206319,3669,222,1,467,1123016
1531,153,25,6055090,2157,69,1,467,957
1521,153,15,6448631,461,160,1,467,942
4658,228,49,5525620,2836,72,1,468,1257770
4657,228,48,5360859,2677,204,1,468,1117301
4650,228,41,8541697,3184,385,1,468,1923486
4647,228,38,8032806,2725,392,1,468,1677890
4639,228,30,4633672,3470,357,1,468,843
4634,228,25,5220961,1988,320,1,468,1547996
3169,189,46,6905811,1510,20,1,472,838
3138,189,15,6253143,2288,31,1,472,836
3136,189,13,5270918,1399,365,1,472,838
3132,189,9,8835194,3404,100,1,472,2332391
3127,189,4,5993926,3570,138,1,472,1640183
3126,189,3,4822629,2180,372,1,472,832
4652,228,43,7588865,527,214,1,473,2116052
4651,228,42,8237898,3500,168,1,473,882
4623,228,14,8691975,2520,70,1,473,2028557
4620,228,11,8001443,1721,12,1,473,1748032
1533,153,27,8908526,41,147,1,477,981
1515,153,9,8972672,3788,299,1,477,1846955
3184,189,61,7364211,3165,265,1,480,889
3165,189,42,4866614,1148,221,1,480,844
3162,189,39,8830139,2809,348,1,480,885
4664,228,55,6901467,2300,322,1,481,1857355
4619,228,10,8757841,1739,171,1,481,854
820,134,4,6601059,1941,107,1,493,1920679
819,134,3,6702852,727,114,1,501,885
3195,189,72,4585462,486,396,1,502,1083229
3175,189,52,7917662,2768,263,1,502,909
3154,189,31,7126744,1091,53,1,502,1715919
4669,228,60,5076672,3901,48,1,503,1082164
4616,228,7,6782313,1375,400,1,503,899
4614,228,5,8901391,1002,293,1,503,2164534
4611,228,2,4881354,936,269,1,503,868
4610,228,2,4881354,936,269,1,503,868
821,134,5,4525653,141,36,1,523,970
3882,211,9,5321053,3353,299,1,529,1538967
2956,186,0,4515484,3224,42,2,529,3523
3883,211,10,8649429,1152,385,1,539,1172
2946,185,8,5699309,2285,378,1,539,1157280
1542,153,36,8868449,227,39,1,541,1136
1535,153,29,8537054,66,44,1,541,2234549
2944,185,6,6062854,2415,88,1,544,977
2940,185,2,5654903,2147,147,1,544,973
2939,185,2,5654903,2147,147,1,544,973
1513,153,7,8217255,2060,370,1,565,1849452
1543,153,37,7005409,418,365,1,575,2088135
1512,153,6,5968740,3413,230,1,575,1043
1544,154,0,5389076,1374,253,1,580,1795
1529,153,23,5991349,3807,98,1,580,1070
1525,153,19,5528403,3853,141,1,580,1052
1511,153,5,8530351,1081,158,1,580,1051
1541,153,35,7846869,701,322,1,588,1158
1538,153,32,4967119,59,46,1,588,1142308
1537,153,31,8712698,925,283,1,588,2578566
1534,153,28,8515498,2837,72,1,588,2173318
1508,153,2,5691832,2632,271,1,588,1349438
1507,153,2,5691832,2632,271,1,588,1349438
3891,212,0,7647694,2830,38,3,603,2034377
1017,138,50,8066532,112,337,1,607,1780870
1003,138,36,8159239,3460,362,1,607,1820374
999,138,32,5388755,3605,143,1,607,1443909
997,138,30,7418510,3651,133,1,607,1224
993,138,26,5835545,2919,35,1,607,1692068
990,138,23,7249395,3507,69,1,607,1230
987,138,20,8830171,1524,174,1,607,2409735
1536,153,30,8041767,746,68,1,610,1165
1524,153,18,5179689,2224,345,1,610,1545789
1520,153,14,6844013,1872,94,1,610,1581493
1509,153,3,4570563,415,89,1,610,1235104
1010,138,43,6843025,1750,119,1,617,1631931
998,138,31,7811337,3841,177,1,617,1319
982,138,15,5110154,887,272,1,617,1233418
977,138,10,4857871,1582,391,1,617,1231
974,138,7,7108350,3183,82,1,617,2127532
972,138,5,8448392,1160,115,1,617,2395518
3878,211,5,8625208,1766,234,1,650,2572139
1021,138,54,6305098,3103,32,1,681,1379
3196,189,73,8377777,413,70,1,694,1267
3194,189,71,7098051,3078,278,1,694,1570281
3189,189,66,7344870,1852,207,1,694,1792913
3188,189,65,4881214,3561,362,1,694,1436452
3187,189,64,8830615,1705,370,1,694,1138
3181,189,58,5732413,2387,153,1,694,1063
3180,189,57,8867088,2548,217,1,694,2599325
3179,189,56,6152218,39,59,1,694,1570146
3178,189,55,6338955,1650,213,1,694,1153
3177,189,54,5704064,1389,236,1,694,1139
3172,189,49,8348508,267,347,1,694,1148
3170,189,47,7999875,3690,110,1,694,1105
3166,189,43,5568935,1787,170,1,694,1136
3164,189,41,4832493,422,276,1,694,1385846
3163,189,40,6803006,678,283,1,694,1132
3161,189,38,5328540,393,139,1,694,1335100
3160,189,37,7823039,1661,188,1,694,1582017
3159,189,36,7244850,2806,34,1,694,1064
3158,189,35,5643641,2260,21,1,694,1097
3157,189,34,8009430,773,37,1,694,2106539
3156,189,33,6362692,3607,359,1,694,1326871
3155,189,32,6450333,2122,196,1,694,1566913
3153,189,30,8923843,1660,66,1,694,1093
3152,189,29,5718898,1600,164,1,694,1410166
3151,189,28,7119838,1971,77,1,694,1089
3148,189,25,7999607,2293,115,1,694,1826916
3146,189,23,5548056,3753,293,1,694,1059
3143,189,20,8448236,1772,155,1,694,1057
3142,189,19,8064277,2025,135,1,694,2096724
3140,189,17,8887303,3455,93,1,694,1919537
3139,189,16,7174292,2706,254,1,694,1059
3137,189,14,6666254,2363,315,1,694,1065
3135,189,12,7902163,2627,336,1,694,1092
3134,189,11,6230989,1497,192,1,694,1060
3133,189,10,7782818,3471,318,1,694,1059
3131,189,8,5864784,2229,230,1,694,1739139
3130,189,7,5614446,2415,282,1,694,1386713
3129,189,6,6319545,2014,360,1,694,1815308
4673,228,64,5951314,3911,103,1,696,1250
4671,228,62,4542416,3053,374,1,696,994921
4670,228,61,8282068,2071,45,1,696,1949869
4668,228,59,4571545,1260,56,1,696,1207
4666,228,57,7616151,2488,316,1,696,2057614
4665,228,56,7622671,3618,317,1,696,1645300
4663,228,54,5361887,2234,283,1,696,1200
4662,228,53,8396630,3405,153,1,696,2286769
4661,228,52,7665087,2671,291,1,696,1074
4653,228,44,8568276,2333,154,1,696,2348206
4649,228,40,5023747,3715,4,1,696,1131
4645,228,36,5202654,3012,320,1,696,1123
4644,228,35,5895138,2677,13,1,696,1365490
4643,228,34,8609926,3756,354,1,696,1904096
4642,228,33,5547844,799,336,1,696,1068
4641,228,32,7120320,2701,208,1,696,1653130
4640,228,31,6581803,3971,286,1,696,1092
4638,228,29,7161104,266,79,1,696,1507551
4637,228,28,6284304,2962,243,1,696,1325913
4636,228,27,4944723,2969,201,1,696,1001318
4632,228,23,8424838,2818,304,1,696,2446800
4631,228,22,7843863,2811,260,1,696,2290183
4630,228,21,7302764,1958,206,1,696,1098
4629,228,20,8395104,520,198,1,696,1115
4628,228,19,7940720,3823,271,1,696,1114
4627,228,18,6481999,1039,198,1,696,1874745
4626,228,17,5525412,82,34,1,696,1097
4624,228,15,6325848,1241,335,1,696,1096
4622,228,13,8952375,1486,172,1,696,2180491
4621,228,12,8230935,3291,3,1,696,1064
4617,228,8,4951216,2887,216,1,696,1061
4615,228,6,5098183,1801,310,1,696,1087
4613,228,4,7154985,1638,261,1,696,1956076
4612,228,3,8564438,599,395,1,696,2546807
986,138,19,8223781,2361,126,1,705,2458634
975,138,8,8988425,328,164,1,705,2523598
994,138,27,5475661,3501,168,1,715,1356
978,138,11,5546428,1389,292,1,715,1372449
1026,138,59,7951728,2598,12,1,720,1360
1019,138,52,8899550,816,88,1,720,1375
1016,138,49,7640536,3946,26,1,720,2195839
1013,138,46,8063533,3432,112,1,720,1377
988,138,21,4936274,522,21,1,720,1338
984,138,17,8874091,3691,389,1,720,1332
1031,138,64,6222438,3201,240,1,728,1637809
1008,138,41,7818512,1903,122,1,728,2106990
1007,138,40,8630546,464,291,1,728,1359
1005,138,38,8867146,3249,157,1,728,2418674
1002,138,35,7664136,762,22,1,728,1878764
1001,138,34,6354996,2808,362,1,728,1582047
973,138,6,8969499,2205,308,1,728,1342
818,134,2,7069943,802,344,1,736,1751647
817,134,2,7069943,802,344,1,736,1751647
1020,138,53,4658127,3424,363,1,750,1381
1011,138,44,8706003,3654,101,1,750,1488
995,138,28,7918359,2981,68,1,750,1760585
2955,185,17,6037201,3853,218,1,838,1421
2954,185,16,6695774,3316,150,1,838,1582098
2953,185,15,5127616,869,215,1,838,1465348
2952,185,14,8112275,1873,363,1,838,2389980
2950,185,12,8592049,3732,61,1,838,2365160
2949,185,11,6554068,1750,187,1,838,1308
2948,185,10,7156416,441,389,1,838,1684765
2943,185,5,8264162,1194,39,1,838,1276
2942,185,4,6695450,2934,191,1,838,1437176
2941,185,3,7957435,685,214,1,838,1304
1540,153,34,8955438,723,203,1,910,1471
1539,153,33,6006857,2226,156,1,910,1497590
1532,153,26,6967033,2657,59,1,910,1477361
1530,153,24,5377146,350,20,1,910,1191069
1528,153,22,8306953,2745,60,1,910,1423
1527,153,21,8355493,1902,160,1,910,1385
1526,153,20,8918912,1076,87,1,910,1968773
1523,153,17,5176936,907,137,1,910,1383
1522,153,16,8986652,524,168,1,910,2596533
1519,153,13,7944269,3935,158,1,910,1399
1518,153,12,6059950,1417,59,1,910,1749697
1517,153,11,5804124,2344,319,1,910,1388
1516,153,10,6513219,2008,327,1,910,1376
1514,153,8,8552135,871,358,1,910,1388
1510,153,4,8628084,1111,201,1,910,2179210
1689,156,8,5815065,3743,56,1,918,1911
1685,156,4,5137932,1990,280,1,1026,1172400
1684,156,3,5426931,642,124,1,1026,1497945
203,122,0,8939229,1595,168,5,1029,2084528
183,121,11,5311141,1567,38,1,1029,2075
175,121,3,7957555,401,389,1,1029,1721014
1691,156,10,8653995,1826,346,1,1031,2050
3890,211,17,8389967,1227,321,1,1034,2176999
3889,211,16,6565407,2786,204,1,1034,1346562
3888,211,15,7281954,1040,299,1,1034,1580
3887,211,14,8528384,1924,115,1,1034,2484113
3886,211,13,7096131,3192,248,1,1034,1796286
3885,211,12,7445312,915,336,1,1034,1928645
3884,211,11,6761150,1404,380,1,1034,1599
3881,211,8,7305906,1858,265,1,1034,1574
3880,211,7,6838747,3844,112,1,1034,1595
3879,211,6,6437750,1752,376,1,1034,1590
3877,211,4,6476222,425,300,1,1034,1545173
3876,211,3,7494257,1281,232,1,1034,1628
3875,211,2,4557395,2629,111,1,1034,1584
3874,211,2,4557395,2629,111,1,1034,1584
3440,196,27,8321000,3258,208,1,1036,2237787
3433,196,20,8227671,847,393,1,1036,2294561
201,121,29,4949735,3814,186,1,1039,2223
191,121,19,4886643,2340,199,1,1039,1398654
182,121,10,7811894,1711,34,1,1039,2052467
1686,156,5,5525935,2622,326,1,1061,1653957
3578,200,45,5510919,449,198,1,1095,2238
3558,200,25,8819206,2703,96,1,1095,2406029
3438,196,25,6110633,3685,313,1,1100,1607379
3423,196,10,5815215,742,64,1,1100,1239930
3582,201,0,5656137,1386,104,5,1105,10180
3571,200,38,5984846,2259,326,1,1105,2339
3549,200,16,5088187,1155,105,1,1105,2206
195,121,23,5777785,1336,160,1,1127,2168
3424,196,11,8648707,1236,354,1,1134,2574037
189,121,17,5993937,2966,157,1,1137,1648393
188,121,16,5622320,3750,60,1,1137,1568122
176,121,4,4569787,723,202,1,1137,2171
3441,196,28,8313210,3502,344,1,1139,2275
3437,196,24,4514966,1213,126,1,1139,2227
200,121,28,6687889,3884,139,1,1142,2297
178,121,6,7201399,3534,76,1,1142,1987004
3439,196,26,6091745,2252,9,1,1147,1676591
3431,196,18,8373492,2937,309,1,1147,2427236
3429,196,16,4717270,1569,92,1,1147,2240
3425,196,12,8758679,1969,184,1,1147,1983115
199,121,27,7343428,2710,264,1,1150,2216
197,121,25,4555062,1825,57,1,1150,2277
174,121,2,5296698,1659,71,1,1150,2178
173,121,2,5296698,1659,71,1,1150,2178
3556,200,23,6343786,36,86,1,1169,1605621
3543,200,10,7884350,1827,286,1,1169,2270
1034,138,67,5886598,1041,262,1,1190,2032
1033,138,66,8045208,153,60,1,1190,2001
1032,138,65,6589257,1798,77,1,1190,1948
1030,138,63,5320949,219,248,1,1190,1850
1029,138,62,7521152,3766,279,1,1190,1872
1028,138,61,5018305,2758,151,1,1190,1914
1027,138,60,8698025,1844,177,1,1190,2383581
1025,138,58,7099513,3664,247,1,1190,2032727
1024,138,57,6165185,1324,221,1,1190,1940
1023,138,56,4790912,1035,300,1,1190,1844
1022,138,55,8524433,96,241,1,1190,1820
1018,138,51,7982654,1351,7,1,1190,1865
1015,138,48,8325414,3575,327,1,1190,1801
1014,138,47,4590364,424,355,1,1190,1830
1012,138,45,7454309,3526,33,1,1190,1816
1009,138,42,6938539,3698,397,1,1190,1697960
1006,138,39,6858291,890,169,1,1190,1567053
1004,138,37,7067841,3988,198,1,1190,1864
1000,138,33,5829632,828,3,1,1190,1839
996,138,29,7665839,110,328,1,1190,1882
992,138,25,6256197,381,163,1,1190,1359106
991,138,24,6846121,704,178,1,1190,1818
989,138,22,5232597,3705,395,1,1190,1804
985,138,18,4595819,3950,363,1,1190,1237189
983,138,16,6029760,2769,186,1,1190,1593751
981,138,14,4564532,2180,65,1,1190,1195916
980,138,13,7123486,3198,58,1,1190,1835
979,138,12,6762357,2474,181,1,1190,1805
976,138,9,5702186,3592,279,1,1190,1801
971,138,4,6426922,3473,216,1,1190,1525076
970,138,3,4665021,667,238,1,1190,1794
969,138,2,4873839,226,155,1,1190,1028818
968,138,2,4873839,226,155,1,1190,1028818
3572,200,39,8691212,348,51,1,1193,2437
3579,200,46,6404720,2773,21,1,1203,1349013
3557,200,24,7025086,3678,33,1,1203,2380
3555,200,22,5030339,919,77,1,1203,1326310
3542,200,9,7258075,1137,94,1,1203,2314
3538,200,5,6011255,1300,350,1,1203,2298
3564,200,31,7978098,1917,238,1,1208,2424
3548,200,15,4593009,2840,238,1,1208,1002715
3580,200,47,7134376,1628,231,1,1216,2508
3544,200,11,5870319,1820,123,1,1216,1576580
3539,200,6,5466017,169,287,1,1216,2318
1609,155,0,7269303,2667,272,3,1222,1765057
1575,154,31,6107008,3730,334,1,1222,2477
1574,154,30,6776969,1661,341,1,1222,1360689
1568,154,24,6272605,1508,26,1,1222,2453
1563,154,19,7548434,1127,109,1,1222,2455
1548,154,4,6332376,3113,376,1,1222,1677745
1908,162,22,8356724,1374,118,1,1226,2480
1898,162,12,7957267,863,265,1,1226,2463
1890,162,4,7640172,57,324,1,1226,2455
1888,162,2,7362745,2536,302,1,1226,2451
1887,162,2,7362745,2536,302,1,1226,2451
1602,154,58,4812433,3498,239,1,1232,2570
1572,154,28,5842614,3618,274,1,1232,2463
1571,154,27,8465762,1376,364,1,1232,2316140
1567,154,23,7131691,2742,391,1,1232,1773411
1551,154,7,6761520,225,295,1,1232,2463
1910,162,24,6694059,3737,103,1,1236,1563656
1904,162,18,6647438,922,77,1,1236,2502
1900,162,14,7800382,3882,340,1,1236,2461
1897,162,11,7021656,2394,246,1,1236,2498
3554,200,21,7201899,1150,298,1,1238,2355
3551,200,18,6302951,2414,387,1,1238,2336
3536,200,3,8229693,3025,343,1,1238,2344818
3535,200,2,4607092,2381,229,1,1238,2336
3534,200,2,4607092,2381,229,1,1238,2336
1578,154,34,7226965,3848,87,1,1296,2562
1552,154,8,5779784,3791,114,1,1296,1342972
1893,162,7,6572609,3343,90,1,1300,2533
1920,162,34,8437366,2551,343,1,1324,2163461
1913,162,27,7915539,1711,391,1,1324,2597
1912,162,26,5496822,3003,65,1,1324,2552
1601,154,57,6334313,3124,131,1,1330,2600
1597,154,53,7629315,302,23,1,1330,1830712
1587,154,43,8018870,2352,257,1,1330,2270492
1546,154,2,8154220,2452,308,1,1335,2260976
1545,154,2,8154220,2452,308,1,1335,2260976
1918,162,32,7843205,492,218,1,1339,2307753
1605,154,61,7652552,1540,220,1,1343,2741
1603,154,59,7759479,913,89,1,1343,2720
1593,154,49,8639521,1183,274,1,1343,1973368
1583,154,39,6006353,2770,17,1,1343,1772388
1580,154,36,5145967,1842,270,1,1343,1223034
1566,154,22,7228326,571,51,1,1343,1455580
1565,154,21,5925204,2876,199,1,1343,2569
1894,162,8,4675226,3840,44,1,1347,2574
1570,154,26,8603418,3301,358,1,1365,2048377
1564,154,20,5904184,2278,234,1,1365,1225254
1916,162,30,7572525,3597,290,1,1369,1523056
35,117,0,5558590,422,283,1,1522,3043
43,117,8,7404881,1347,353,1,1636,3234
46,117,11,7400333,3638,30,1,1649,3307
44,117,9,6133901,3819,198,1,1649,3180
39,117,4,7281884,1241,265,1,1649,1700103
37,117,2,7095908,1178,339,1,1649,1458605
36,117,2,7095908,1178,339,1,1649,1458605
47,118,0,4688048,1907,89,4,1671,1030403
1312,146,57,6406245,833,72,1,1717,3589
1306,146,51,6308928,3019,384,1,1717,1403016
1310,146,55,5987539,2935,42,1,1727,3536
1303,146,48,6367618,2623,176,1,1727,3503
1295,146,40,5095779,1875,256,1,1727,3483
1290,146,35,8902558,1550,65,1,1727,3550
1277,146,22,5069095,709,267,1,1727,1432286
1269,146,14,5215789,1163,109,1,1727,3454
1262,146,7,4635444,2099,148,1,1727,3470
967,138,0,6784793,1055,207,1,1782,2384
963,137,40,5643489,3966,294,1,1782,1619946
958,137,35,5648633,2978,95,1,1782,1375416
943,137,20,6974028,3508,324,1,1782,3616
935,137,12,5816496,1008,9,1,1782,1559935
931,137,8,4896870,314,325,1,1782,3571
1298,146,43,7546974,3467,96,1,1791,3537
1276,146,21,6171647,2728,190,1,1791,1779874
1274,146,19,4582264,676,153,1,1791,3515
1268,146,13,4767433,3637,87,1,1791,1156772
964,137,41,4697743,1233,210,1,1792,955605
944,137,21,7649843,1561,349,1,1792,1839746
938,137,15,5178986,1088,13,1,1792,1363996
1692,156,11,5719929,345,288,1,1812,2856
1690,156,9,8708257,2154,258,1,1812,1774929
1688,156,7,4978865,1027,28,1,1812,1361290
1687,156,6,4623531,3157,208,1,1812,1381887
1683,156,2,7254763,758,84,1,1812,2772
1682,156,2,7254763,758,84,1,1812,2772
1317,146,62,7359095,1681,342,1,1815,1598340
1300,146,45,5623412,564,21,1,1815,1446946
1270,146,15,8617124,1320,155,1,1815,3534
1313,146,58,6947533,885,185,1,1825,3675
1284,146,29,7065565,2550,112,1,1825,3590
1280,146,25,7787788,1247,90,1,1825,2312249
1309,146,54,5325218,1632,389,1,1838,3592
949,137,26,4603121,3516,319,1,1856,1176183
948,137,25,8608095,3390,304,1,1856,3705
929,137,6,7342052,248,215,1,1856,3647
1297,146,42,7444253,967,394,1,1860,2113015
1296,146,41,6601067,764,84,1,1860,1705789
1293,146,38,4774585,3974,124,1,1860,3637
1287,146,32,6771813,1556,393,1,1860,3658
1271,146,16,7115323,2689,256,1,1860,3578
1265,146,10,8527070,1696,344,1,1860,2019604
1260,146,5,6086949,1629,185,1,1860,1697808
941,137,18,6840894,1278,7,1,1880,3729
956,137,33,7229121,1835,211,1,1890,3711
930,137,7,7106452,478,144,1,1890,1445218
966,137,43,4658450,3811,83,1,1895,3880
934,137,11,8031787,128,32,1,1895,1824443
933,137,10,4605220,155,328,1,1895,3722
928,137,5,6260449,3997,109,1,1903,3722
3852,210,27,8758927,2893,136,1,1911,2067776
3835,210,10,6827962,3249,19,1,1911,3834
3868,210,43,5590182,3548,245,1,1921,1297281
3859,210,34,8223658,1914,186,1,1921,3866
3858,210,33,6344576,3975,93,1,1921,1610343
3848,210,23,6958587,1294,143,1,1921,1866496
3834,210,9,5091652,3892,174,1,1921,1223739
962,137,39,4522070,2852,51,1,1925,3756
961,137,38,4626469,727,319,1,1925,1051352
939,137,16,5162905,1383,180,1,1925,3714
2718,180,11,8565079,2624,245,1,1933,1830784
2714,180,7,5944869,909,32,1,1933,1547859
3842,210,17,5496984,1951,398,1,1985,1646839
3867,210,42,5215542,965,392,1,2009,4003
3870,210,45,8788543,3043,286,1,2019,1803946
3854,210,29,6473424,1574,268,1,2019,1729936
3840,210,15,7469934,3088,215,1,2019,1854199
3831,210,6,5199224,3042,383,1,2019,3929
3828,210,3,7514780,3451,142,1,2019,2001573
3872,210,47,4741585,1929,123,1,2024,1178609
3860,210,35,4627927,92,248,1,2024,1134336
3857,210,32,8922088,101,124,1,2024,2502075
3850,210,25,7354065,1351,168,1,2024,3980
3847,210,22,8202462,443,88,1,2024,3971
3846,210,21,8954798,2889,312,1,2024,3946
3830,210,5,8630447,3170,298,1,2024,2146567
3442,196,29,5939293,1800,40,1,2028,3199
3436,196,23,4807866,3862,60,1,2028,1318533
3435,196,22,8485396,3594,41,1,2028,3146
3434,196,21,8187999,3841,299,1,2028,3108
3432,196,19,6105853,1155,239,1,2028,3123
3430,196,17,7463854,2540,192,1,2028,3105
3428,196,15,6053619,573,91,1,2028,3058
3427,196,14,5287264,2875,328,1,2028,3063
3426,196,13,8133156,3166,293,1,2028,3071
3422,196,9,6449038,2997,162,1,2028,1568932
3421,196,8,8162603,2883,180,1,2028,3066
3420,196,7,6998223,3146,139,1,2028,3065
3419,196,6,6339252,502,247,1,2028,3059
3418,196,5,8876238,2622,97,1,2028,2661957
3417,196,4,6925876,2562,123,1,2028,3053
3416,196,3,6832260,3244,128,1,2028,1993600
3415,196,2,7562777,2778,355,1,2028,2043717
3414,196,2,7562777,2778,355,1,2028,2043717
202,121,30,5969874,2860,29,1,2034,3261
198,121,26,7061175,1018,15,1,2034,1890970
196,121,24,4692244,572,316,1,2034,1326496
194,121,22,6785040,2558,227,1,2034,3112
193,121,21,4866790,2212,346,1,2034,1126412
192,121,20,7769698,3288,255,1,2034,1560598
190,121,18,6654307,3930,126,1,2034,3078
187,121,15,4944350,3355,91,1,2034,1280365
186,121,14,7642599,1059,108,1,2034,3067
185,121,13,6407641,2923,239,1,2034,1469234
184,121,12,7086945,2855,391,1,2034,1455567
181,121,9,5222211,47,91,1,2034,3072
180,121,8,5561667,2238,11,1,2034,1587855
179,121,7,8641719,3126,372,1,2034,2353630
177,121,5,7357463,1561,176,1,2034,3073
2711,180,4,4671788,2170,328,1,2041,3972
2710,180,3,6069451,550,33,1,2041,1235422
658,129,66,8503240,2285,78,2,2042,4304
657,129,65,6548349,222,242,2,2042,4206
644,129,52,8805543,3181,162,2,2042,2525311
636,129,44,7070682,342,380,2,2042,4152
619,129,27,7509848,3907,246,2,2042,4121
603,129,11,8261028,2541,245,2,2042,4099
596,129,4,4716596,73,97,2,2042,1411630
594,129,2,5362949,2480,174,2,2042,4082
593,129,2,5362949,2480,174,2,2042,4082
659,129,67,6332816,3024,298,2,2052,1366285
653,129,61,6469009,493,142,2,2052,1370534
638,129,46,7103312,718,113,2,2052,4199
626,129,34,7579214,273,308,2,2052,4127
624,129,32,8522375,3372,52,2,2052,4148
623,129,31,6017115,2532,127,2,2052,4170
608,129,16,5237182,742,123,2,2052,4135
602,129,10,7447833,2911,40,2,2052,2209839
598,129,6,7458129,2461,204,2,2052,2220499
3862,210,37,6048112,684,70,1,2054,1721158
3856,210,31,8867602,3980,234,1,2054,1961317
3844,210,19,7765413,1107,394,1,2054,3976
3843,210,18,7504449,1548,236,1,2054,3970
2715,180,8,8413918,161,287,1,2054,4025
3825,210,0,8394857,2245,365,1,2067,3975
2719,180,12,6923885,3375,129,1,2076,4097
2717,180,10,6860261,677,384,1,2076,2035459
2709,180,2,7125955,3584,194,1,2076,1633525
2708,180,2,7125955,3584,194,1,2076,1633525
630,129,38,8921497,3287,39,2,2116,2587011
618,129,26,8263234,3584,191,2,2116,1782970
616,129,24,5715355,2551,40,2,2116,4168
607,129,15,6984950,1497,75,2,2140,1997746
646,129,54,5484141,897,11,2,2150,4268
