Jobs/JobID_InDB,Jobs/JobID,Jobs/OwnerUserID,Jobs/NodeID_SubmittedOn,Jobs/TimeSubmission,Jobs/TimeDeadLinePrefered,Jobs/TimeDeadlineFinal,Jobs/ListOfTasks,Jobs/LastStatus,Jobs/LastStatusTime,Jobs/JobSizeWithoutAccountForParallelism,Jobs/CountOfEdges,Jobs/CountOfTasks,Jobs/SumOfEdgeWeight,Jobs/MaxEdgeWeight,Jobs/MinEdgeWeight,Jobs/MaxTaskSize,Jobs/MinTaskSize,Jobs/MaxParallelExecutableTasks,Jobs/JobInitSourceTypeID,Jobs/TasksWhichCanRunInParallel,Jobs/MinStorageNeeded,Jobs/TotalStorageNeeded,Jobs/MaxRamNeededForParallelExec,Jobs/MinRamNeeded,Jobs/TotalRamNeeded,Jobs/TaskIDsOfHighestsCPULoadPartOfTheDag,Jobs/MaxRamNeededForParallelExecutionOfHighestCpuLoadPartOfTheDag,Jobs/MinimumPassThrough_MI_withHighestParallelism,Jobs/MinTimeForExecuteDagWithMaxParallelismOnCloud,Jobs/MinTimeForExecuteDagWithMaxParallelismOnFog,Jobs/MinTimeForExecuteDagWithMaxParallelismOnIoT,Jobs/MaxTimeForExecuteDagSerialOnCloud,Jobs/MinTimeForExecuteDagSerialOnFog,Jobs/MinTimeForExecuteDagSerialOnIoT,Jobs/EFT_DAG
44738,127,O769,TM197,4397,4759,4759,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53",InitializedAndWaiting,4397,358055806,79,54,3291,78,5,8976933,4729400,8,1,"[[0],[1,2,7],[3,4,5,6,12,21,23,32],[8,9,10,16,33],[11,29,47],[13,27,34],[14,24],[15,22,35,39],[17],[18,19,30],[20,26],[25],[28,49],[31,36],[37,43,48,50],[38],[40,41],[42],[44],[45],[46],[51],[52],[53]]",7,9567,0,396,107336,"[3,4,5,6,12,21,23,32]",19391,178938605,75.9502,341.1168,3614.9213,151.9761,682.574,7233.4506,4609
44739,128,U255,TM197,4060,4461,4461,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",InitializedAndWaiting,4060,404640432,91,61,4084,80,5,8983553,4572229,8,1,"[[0],[1,2,3],[4,5,7,11,12,13,20,29],[6,15,17,25,34],[8,10,19,21,31],[9,14],[16],[18,32,33,36],[22,26,35,48],[23,43],[24,30,53],[27],[28,37,38],[39],[40,41],[42],[44,52],[45,58],[46],[47,51],[49],[50],[54],[55],[56,59],[57],[60]]",4,11386,0,62,127814,"[4,5,7,11,12,13,20,29]",18985,194282912,82.463,370.3682,3924.9073,171.7489,771.3799,8174.5542,4311
44740,129,V302,JX510,2030,2461,2461,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68",InitializedAndWaiting,2030,464585766,98,69,4449,79,3,8989190,4575080,8,1,"[[0],[1,2,9,23],[3,15],[4,8],[5,12,24],[6,7,11,57],[10],[13,14,17,20],[16,27,37,38,39],[18,21,22,25,26,29,30,40],[19],[28],[31,33],[32],[34,48],[35,49,50],[36,51,54],[41],[42],[43],[44,61],[45],[46],[47,58],[52],[53,63],[55],[56],[59],[60],[62],[64],[65],[66],[67],[68]]",11,12981,0,73,160302,"[18,21,22,25,26,29,30,40]",20252,262075273,111.2374,499.603,5294.45,197.1926,885.6557,9385.571,2311
44741,130,K410,N_1_of_Clst_1_of_DC_0_of_CP_Lomocom68,3153,3482,3482,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62",InitializedAndWaiting,3153,433140265,92,63,4116,80,5,8964495,4518289,6,3,"[[0],[1,2],[3,4,5,6,7],[8,10,33],[9,17,21,22,23,24],[11,20,34,37,42],[12,13,14,15,18,38],[16,26,27,29,47],[19,31,48],[25,36],[28,30,51],[32,54],[35,40,49],[39,46],[41,56,57],[43],[44],[45],[50],[52,58],[53,55],[59],[60],[61],[62]]",3,12507,0,94,130495,"[9,17,21,22,23,24]",15708,192953068,81.8986,367.833,3898.0418,183.8456,825.7101,8750.3084,3332
44742,131,E190,N_2_of_Clst_1_of_DC_0_of_CP_Lomocom68,2715,3059,3059,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30",InitializedAndWaiting,2715,206025670,44,31,1908,78,5,8880412,4582084,4,3,"[[0],[1,2,5,8],[3],[4,6,9],[7,10,11,12],[13,15,21],[14,19],[16,20],[17],[18],[22],[23],[24],[25],[26],[27],[28],[29],[30]]",2,6331,0,228,54743,"[7,10,11,12]",2380,129551005,54.9877,246.9675,2617.192,87.4472,392.7538,4162.1347,2909
44743,132,A714,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,5031,5328,5328,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",InitializedAndWaiting,5031,126487166,23,18,899,72,6,8718408,4839056,4,3,"[[0],[1,2],[3,4,5,7],[6],[8,13],[9,10,12],[11,15],[14],[16],[17]]",9,3724,0,131,36877,"[3,4,5,7]",9724,75880156,32.2072,144.6529,1532.9324,53.6873,241.1268,2555.2963,5178
44744,133,E730,N_1_of_Clst_0_of_DC_0_of_CP_Lomocom68,7647,8017,8017,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42",InitializedAndWaiting,7647,287275080,61,43,2625,77,8,8715557,4603090,5,3,"[[0],[1],[2,4,34],[3,6,13,25],[5,15,30],[7,8,10,14,22],[9,28],[11,19,20,21],[12,39],[16],[17,31],[18],[23],[24],[26],[27],[29],[32],[33],[35,40],[36],[37],[38],[41],[42]]",3,8934,0,33,75408,"[7,8,10,14,22]",10997,174204967,73.941,332.0929,3519.2923,121.9334,547.6423,5803.537,7867
44745,134,B377,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,368,597,597,"0,1,2,3,4,5",InitializedAndWaiting,368,38888299,8,6,404,79,12,7069943,4525653,1,3,"[[0],[1],[2],[3],[4],[5]]",19,900,0,141,6490,[2],802,38888299,16.5061,74.1341,785.6222,16.5061,74.1341,785.6222,447
44746,135,M800,N_2_of_FP_0_of_Jackolicom45,2988,3296,3296,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26",InitializedAndWaiting,2988,177313395,38,27,1657,76,4,8918789,4608202,3,2,"[[0],[1,2],[3],[4,12,13],[5,7],[6,8,20],[9,14],[10,15],[11],[16],[17,23],[18,19],[21],[22],[24],[25],[26]]",9,5525,0,88,43911,"[4,12,13]",5632,120183093,51.0115,229.1091,2427.9413,75.2604,338.0186,3582.0888,3146
44747,136,L584,N_3_of_Clst_1_of_DC_0_of_CP_Lomocom68,4712,5101,5101,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73",InitializedAndWaiting,4712,515761981,109,74,4438,77,4,8953731,4524636,9,3,"[[0],[1,2,26],[3,4,5,12,19,24,41],[6,7,8,9,10,17,18,21,53],[11,22,23,25,49],[13,15,33],[14,27,29,56],[16,20,28,30,37,40,54],[31],[32],[34,35,55,59],[36,44,57,62,64],[38,52],[39,43,47,51],[42,45],[46,58,65],[48,61,68],[50,63],[60],[66],[67],[69],[70],[71],[72],[73]]",1,16350,0,41,142019,"[6,7,8,9,10,17,18,21,53]",19380,205428941,87.1939,391.6162,4150.0796,218.9143,983.2147,10419.434,4951
44748,137,M662,N_2_of_FP_0_of_Jackolicom45,1770,2135,2135,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43",InitializedAndWaiting,1770,278578877,64,44,2967,80,3,8958743,4522070,6,2,"[[0],[1,4],[2,3,30],[5,13],[6,8,12,15,16],[7,19,22,31,33],[9,21],[10,24],[11,14,23,26,27,29],[17,32],[18,25],[20,39],[28],[34],[35],[36],[37,38],[40],[41],[42],[43]]",7,8158,0,128,88661,"[11,14,23,26,27,29]",16500,145871421,61.9149,278.0797,2946.8974,118.2423,531.0644,5627.8561,1985
44749,138,L144,N_0_of_Clst_1_of_DC_0_of_CP_Lomocom68,595,991,991,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67",InitializedAndWaiting,595,466913099,102,68,4374,79,3,8988425,4564532,9,3,"[[0],[1,2,3,4,5],[6,7,8,9,15,17,38,42,48],[10,11,12,22],[13,27,47],[14,26,33],[16],[18,20,21,25,30,34,36],[19,28,49],[23,35,39],[24,40,45,55],[29,60],[31,54],[32],[37,51],[41],[43,57],[44],[46,52,56],[50,59],[53],[58],[61],[62],[63],[64],[65],[66],[67]]",3,12908,0,96,148503,"[6,7,8,9,15,17,38,42,48]",24408,209897332,89.0905,400.1345,4240.3501,198.1804,890.0924,9432.5879,841
44750,139,X661,N_2_of_FP_0_of_Jackolicom45,7739,8109,8109,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",InitializedAndWaiting,7739,415800405,89,61,3398,79,3,8913041,4558918,7,2,"[[0],[1,2,16],[3,11,12,15,28,29,30],[4,5,6,13],[7,26,32,43],[8,9,10,24,25,49],[14,33,35,36,50],[17,34,38,42],[18,23,31],[19],[20],[21,22,37,39,53],[27,51],[40],[41,44,54,58],[45,46,52],[47,56],[48],[55],[57],[59],[60]]",16,11549,0,20,121918,"[3,11,12,15,28,29,30]",12888,171445794,72.7699,326.833,3463.5514,176.4857,792.6545,8400.0082,7959
44751,140,W175,N_0_of_Clst_0_of_DC_0_of_CP_Lomocom68,9763,10078,10078,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",InitializedAndWaiting,9763,123504401,22,16,819,78,3,8998219,5022634,2,3,"[[0],[1,2],[3],[4,8],[5],[6],[7],[9],[10],[11],[12],[13],[14],[15]]",28,3350,0,43,37979,"[4,8]",6075,109620572,46.5283,208.9734,2214.557,52.4212,235.4407,2495.0384,9928
44752,141,H781,N_3_of_Clst_0_of_DC_0_of_CP_Lomocom68,2888,3235,3235,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35",InitializedAndWaiting,2888,243405184,54,36,2209,79,4,8987010,4549849,5,3,"[[0],[1,2],[3,6,7,9,22],[4,5,16,20],[8,11,12,32],[10],[13,15],[14,21,29],[17],[18],[19,25],[23],[24],[26],[27,31],[28],[30],[33],[34],[35]]",3,6121,0,120,72455,"[3,6,7,9,22]",10802,137079617,58.1832,261.3196,2769.2852,103.3129,464.0116,4917.2764,3085
44753,142,M653,TM197,7216,7488,7488,"0,1,2,3,4,5,6,7,8",InitializedAndWaiting,7216,61034767,12,9,586,80,13,8474834,5155513,2,1,"[[0],[1,2],[3,4],[5],[6],[7],[8]]",44,1622,0,149,13599,"[3,4]",3553,47819416,20.2969,91.1598,966.0488,25.9061,116.3527,1233.0256,7338
44754,143,S150,N_2_of_Clst_1_of_DC_0_of_CP_Lomocom68,9315,9686,9686,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56",InitializedAndWaiting,9315,387305632,84,57,3646,79,4,8928517,4571730,6,3,"[[0],[1,6],[2,5,20,31,33,43],[3,7,8,10],[4,9,16,25,47],[11,21,32],[12,13],[14,15,19,45],[17,26,44],[18,24,30,37,40],[22,28],[23,27],[29],[34,41,51,52],[35,39],[36],[38],[42],[46],[48],[49],[50],[53],[54],[55],[56]]",6,10953,0,65,119059,"[2,5,20,31,33,43]",12434,190785073,80.9784,363.7001,3854.2439,164.3912,738.334,7824.3562,9536
44755,144,V734,N_1_of_Clst_1_of_DC_0_of_CP_Lomocom68,7806,8152,8152,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29",InitializedAndWaiting,7806,205483415,41,30,1627,76,7,8803908,4651113,3,3,"[[0],[1],[2,5],[3],[4,15],[6],[7,9],[8],[10,13],[11,12,16],[14],[17],[18],[19,23,27],[20],[21],[22],[24,26],[25],[28],[29]]",24,6049,0,83,57470,"[11,12,16]",1828,153817341,65.2875,293.2273,3107.421,87.2171,391.7201,4151.1801,8002
44756,145,U484,TM197,2858,3121,3121,"0,1,2,3,4,5,6,7,8,9,10",InitializedAndWaiting,2858,79266631,15,11,708,78,14,8829690,5364191,2,1,"[[0],[1,3],[2],[4,5],[6],[7],[8],[9],[10]]",32,2325,0,522,23192,"[4,5]",3395,65409914,27.7631,124.6932,1321.4124,33.6446,151.1087,1601.3461,2971
44757,146,V231,N_2_of_FP_0_of_Jackolicom45,1705,2111,2111,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62",InitializedAndWaiting,1705,398230945,94,63,4248,80,3,8992501,4556028,8,2,"[[0],[1,2,3,5,15,16],[4,6,9,10,11,12,13,33],[7,43],[8,17,18,30,36,39,41,60],[14,19,22,51],[20,40,46],[21,23],[24],[25,45,54],[26],[27,32],[28,38,48],[29],[31],[34,47,53],[35,49],[37],[42],[44,50],[52],[55],[56],[57],[58],[59],[61],[62]]",17,12611,0,71,112225,"[8,17,18,30,36,39,41,60]",12873,204281175,86.7068,389.4282,4126.8924,169.0284,759.1613,8045.0696,1961
44758,147,U473,N_1_of_Clst_1_of_DC_0_of_CP_Lomocom68,3898,4192,4192,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",InitializedAndWaiting,3898,91682657,20,14,866,72,16,8546488,4778762,3,3,"[[0],[1],[2,3],[4,6,7],[5,9],[8],[10],[11],[12],[13]]",28,2957,0,157,24715,"[4,6,7]",5194,70359781,29.8641,134.1293,1421.4097,38.9145,174.7778,1852.1749,4042
44759,148,L277,N_3_of_Clst_0_of_DC_0_of_CP_Lomocom68,4583,4928,4928,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45",InitializedAndWaiting,4583,310475515,71,46,3098,79,4,8955413,4677980,7,3,"[[0],[1,6,7,23],[2,3,5,10,11,17,21],[4,8,12,15,19,30],[9,35],[13,22,32],[14,18,20,40],[16],[24],[25],[26],[27],[28],[29],[31],[33,34,36,38],[37],[39],[41],[42],[43],[44],[45]]",23,9215,0,65,94217,"[2,3,5,10,11,17,21]",13662,169998511,72.1556,324.074,3434.3134,131.7808,591.8701,6272.2326,4778
44760,149,Y201,N_1_of_Clst_1_of_DC_0_of_CP_Lomocom68,7598,7989,7989,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68",InitializedAndWaiting,7598,459950610,100,69,4384,80,4,8926543,4661294,8,3,"[[0],[1,2],[3,4,7,23],[5,6,10,12,15,29,36,43],[8,9,30],[11,13,14,16,17,18,32],[19],[20,27,37,40,56],[21,28,51],[22,42,60],[24,26],[25,31,33,39],[34,63],[35,45],[38,66],[41],[44],[46,58],[47],[48,49,57],[50],[52],[53],[54],[55],[59],[61],[62],[64],[65],[67],[68]]",4,13051,0,47,135992,"[5,6,10,12,15,29,36,43]",14549,236383600,100.3326,450.6261,4775.4263,195.2252,876.8196,9291.9315,7839
44761,150,P823,N_0_of_FP_0_of_Jackolicom45,8053,8410,8410,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34",InitializedAndWaiting,8053,229502703,50,35,2168,80,4,8993068,4510398,4,2,"[[0],[1,3,18],[2,5,8],[4,6,7],[9,10,11,20],[12],[13,15],[14],[16,19],[17,24,31],[21],[22],[23,26,29],[25],[27],[28],[30],[32],[33],[34]]",9,7069,0,144,58544,"[9,10,11,20]",6221,132634978,56.2967,252.8466,2679.4945,97.412,437.5088,4636.4182,8260
44762,151,M495,JX510,2072,2304,2304,"0,1,2,3,4,5",InitializedAndWaiting,2072,40594963,6,6,243,79,4,7419110,5830673,1,1,"[[0],[1],[2],[3],[4],[5]]",11,994,0,1581,18335,[5],3349,40594963,17.2305,77.3876,820.1003,17.2305,77.3876,820.1003,2154
44763,152,L578,N_2_of_FP_0_of_Jackolicom45,4774,5087,5087,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",InitializedAndWaiting,4774,130528768,23,18,1030,78,9,8957950,4953074,2,2,"[[0],[1,2],[3,8],[4],[5],[6],[7],[9,12],[10],[11],[13,15],[14],[16],[17]]",18,3728,0,71,32495,"[3,8]",3397,103766043,44.0433,197.8128,2096.2837,55.4027,248.8315,2636.9448,4937
